VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJSA1E10G,Snohomish,Lynnwood,WA,98037,2016,TESLA,,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,21,203962132,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051928
1N4AZ1CP7J,Snohomish,Edmonds,WA,98026,2018,NISSAN,,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,21,238364535,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050200
1G1FW6S03J,Snohomish,Bothell,WA,98012,2018,CHEVROLET,BOLT EV,,Clean Alternative Fuel Vehicle Eligible,238,0,1,258435964,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051935
1C4RJXP69R,Yakima,Wapato,WA,98951,2024,JEEP,,Battery Electric Vehicle (BEV),Not eligible due to low battery range,21,0,15,268639535,POINT (-120.42083 46.44779),PACIFICORP,53077940008
KNDCC3LD6J,Island,Clinton,WA,98236,2018,KIA,,Battery Electric Vehicle (BEV),Not eligible due to low battery range,26,0,10,162904332,POINT (-122.35803 47.9796),PUGET SOUND ENERGY INC,53029972000
5UXTA6C08P,Snohomish,Bothell,WA,98021,2023,BMW,,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,30,0,1,219426231,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938
5YJ3E1EA8L,Island,Greenbank,WA,98253,2020,TESLA,,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,10,107513087,POINT (-122.56817 48.08827),PUGET SOUND ENERGY INC,53029971302
5YJXCBE43L,King,Redmond,WA,98053,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,45,148049149,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032328
KNDCE3LG1K,Snohomish,Bothell,WA,98021,2019,KIA,,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,1,242231356,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926
5YJ3E1EB3K,Snohomish,Lynnwood,WA,98037,2019,TESLA,,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,32,230105571,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051802
KNDCC3LD4K,Stevens,Kettle Falls,WA,99141,2019,KIA,,Battery Electric Vehicle (BEV),Not eligible due to low battery range,26,0,7,102027383,POINT (-118.06211 48.61053),AVISTA CORP,53065950102
1N4AZ0CP0F,Snohomish,Mukilteo,WA,98275,2015,NISSAN,,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,21,2363700,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061041301
WVWPP7AU4F,Walla Walla,Walla Walla,WA,99362,2015,VOLKSWAGEN,,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,0,16,7951639,POINT (-118.34261 46.07068),PACIFICORP,53071920701
KNDCE3LG1K,Skagit,Anacortes,WA,98221,2019,KIA,,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,40,283699573,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,53057940700
1G1RB6S57J,Island,Oak Harbor,WA,98277,2018,CHEVROLET,VOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,53,0,10,296836746,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970300
5YJXCBE21G,Skagit,Mount Vernon,WA,98274,2016,TESLA,,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,10,475799915,POINT (-122.32295 48.4152),PUGET SOUND ENERGY INC,53057952700
WBAJB1C5XJ,Snohomish,Bothell,WA,98021,2018,BMW,,,Not eligible due to low battery range,14,54950,1,349881675,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938
1N4AZ0CP2D,Island,Coupeville,WA,98239,2013,NISSAN,,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,10,204897892,POINT (-122.68558 48.21857),PUGET SOUND ENERGY INC,53029971100
5YJ3E1EB5L,Walla Walla,Walla Walla,WA,99362,2020,TESLA,,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,16,124324735,POINT (-118.34261 46.07068),PACIFICORP,53071920902
5YJXCBE2XG,Skagit,Mount Vernon,WA,98273,2016,TESLA,,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,40,5373686,POINT (-122.33891 48.41644),PUGET SOUND ENERGY INC,53057952500
5YJYGDEE6L,King,Issaquah,WA,98029,2020,TESLA,MODEL Y,,Clean Alternative Fuel Vehicle Eligible,291,0,5,113443144,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220
1N4AZ0CP4G,Island,Freeland,WA,98249,2016,NISSAN,,,Clean Alternative Fuel Vehicle Eligible,84,0,10,210664233,POINT (-122.52664 48.00956),PUGET SOUND ENERGY INC,53029971900
1C4RJXN69R,Whitman,Palouse,WA,99161,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,9,274127864,POINT (-117.0768 46.91008),AVISTA CORP,53075000700
1N4BZ0CP7H,Spokane,Spokane,WA,99207,2017,NISSAN,,,Clean Alternative Fuel Vehicle Eligible,107,0,3,266034345,POINT (-117.3973 47.67573),MODERN ELECTRIC WATER COMPANY,53063002600
5YJ3E1EB9K,Snohomish,Arlington,WA,98223,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,39,198860280,POINT (-122.1264 48.19471),PUGET SOUND ENERGY INC,53061053507
1G1FZ6S07K,Snohomish,Granite Falls,WA,98252,2019,CHEVROLET,,,Clean Alternative Fuel Vehicle Eligible,238,0,39,275925485,POINT (-121.96931 48.08157),PUGET SOUND ENERGY INC,53061053604
1G1RB6S53J,Whitman,Pullman,WA,99163,2018,CHEVROLET,,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,9,203446827,POINT (-117.18147 46.73015),AVISTA CORP,53075000201
JM3KKEHA3R,Snohomish,Snohomish,WA,98296,2024,MAZDA,,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,1,252292092,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052112
1C4RJXU62R,Yakima,Yakima,WA,98903,2024,JEEP,WRANGLER,,Not eligible due to low battery range,21,0,14,259169536,POINT (-120.4778 46.55351),PACIFICORP,53077002803
WVWKP7AU0G,Kitsap,Seabeck,WA,,2016,VOLKSWAGEN,,,Clean Alternative Fuel Vehicle Eligible,83,0,35,255413875,POINT (-122.81585 47.64509),PUGET SOUND ENERGY INC,53035091301
KNDCC3LG2K,Snohomish,Mill Creek,WA,,2019,KIA,,,Clean Alternative Fuel Vehicle Eligible,239,0,44,244099110,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052004
1N4AZ0CP7D,Snohomish,Bothell,WA,,2013,NISSAN,LEAF,,Clean Alternative Fuel Vehicle Eligible,75,0,1,229699277,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051934
5YJ3E1EA7J,Snohomish,Lake Stevens,WA,,2018,TESLA,,,Clean Alternative Fuel Vehicle Eligible,215,0,44,345398686,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052603
3C3CFFGE6G,Yakima,Naches,WA,,2016,FIAT,,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,14,202801616,POINT (-120.69972 46.7309),PACIFICORP,53077003002
WBAJA9C50J,Spokane,Spokane,WA,,2018,BMW,,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,52650,6,219604577,POINT (-117.39322 47.63374),MODERN ELECTRIC WATER COMPANY,53063004300
1N4AZ0CP0G,Skagit,Bow,WA,,2016,NISSAN,,,,84,0,40,182238521,POINT (-122.397 48.56045),PUGET SOUND ENERGY INC,53057950803
5YJ3E1EB9K,Yakima,Selah,WA,,2019,TESLA,,,,220,0,15,170947108,POINT (-120.53145 46.65405),PACIFICORP,53077003200
5YJSA1H28F,Chelan,Wenatchee,WA,,2015,TESLA,MODEL S,,,208,0,12,156915713,POINT (-120.30522 47.41494),PUD NO 1 OF CHELAN COUNTY,53007961200
5YJ3E1EA3K,Skagit,Mount Vernon,WA,,2019,TESLA,,,,220,0,40,319654919,POINT (-122.33891 48.41644),PUGET SOUND ENERGY INC,53057952304
JN1AZ0CP9C,Yakima,Yakima,WA,98901,2012,NISSAN,LEAF,,,73,0,15,314332490,POINT (-120.50729 46.60464),PACIFICORP,53077001601
1G1RC6S54K,Yakima,Yakima,WA,,2019,CHEVROLET,,,,53,0,14,238802546,POINT (-120.60272 46.59656),PACIFICORP,53077002804
JTJCJMGA4R,Yakima,Yakima,WA,,2024,LEXUS,RX,,,37,0,14,258090185,POINT (-120.52401 46.59739),PACIFICORP,53077000800
WVWKP7AU6G,Yakima,Tieton,WA,,2016,VOLKSWAGEN,,,Clean Alternative Fuel Vehicle Eligible,83,0,14,477758340,POINT (-120.75541 46.70257),PACIFICORP,53077002900
5YJ3E1EA2J,Snohomish,Snohomish,WA,,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),,215,0,44,475718834,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052121
SADHD2S17L,Skagit,Sedro-Woolley,WA,98284,2020,JAGUAR,I-PACE,,,234,0,39,4932784,POINT (-122.23857 48.50858),PUGET SOUND ENERGY INC,53057951502
5YJ3E1EB3K,Snohomish,Marysville,WA,,2019,TESLA,MODEL 3,,,220,0,44,267552890,POINT (-122.1769 48.06114),PUGET SOUND ENERGY INC,53061052711
1G1RD6S5XH,Whitman,Pullman,WA,,2017,CHEVROLET,VOLT,,,53,0,9,349260173,POINT (-117.18147 46.73015),AVISTA CORP,53075000400
KL8CK6S06F,Snohomish,Lynnwood,WA,,2015,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),,82,0,21,349051251,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041703
1C4JJXR64M,Island,Langley,WA,98260,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,10,231209506,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029972000
5UXTA6C05N,Snohomish,Lynnwood,WA,,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),,30,0,21,269931154,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051927
5YJXCDE26L,Walla Walla,Walla Walla,WA,,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),,289,0,16,104180338,POINT (-118.34261 46.07068),PACIFICORP,53071920200
JN1AZ0CP4B,Okanogan,Mazama,WA,,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),,73,0,12,165683409,POINT (-120.40814 48.5941),"OKANOGAN COUNTY ELEC COOP, INC",53047970900
7FCEHEB24R,Skagit,Burlington,WA,98233,2024,RIVIAN,EDV,Battery Electric Vehicle (BEV),,0,0,10,271988916,POINT (-122.33029 48.46846),PUGET SOUND ENERGY INC,53057951900
JM3KKEHA8S,Thurston,Lacey,WA,,2025,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),,26,0,22,273167716,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067011623
JHMZC5F35J,Snohomish,Everett,WA,,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),,47,0,38,180431870,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061041202
5YJXCDE2XJ,Snohomish,Lake Stevens,WA,,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,44,216685787,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052605
1G1FZ6S04L,Thurston,Olympia,WA,98503,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,22,148256720,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011628
1N4AZ0CP9D,Island,Greenbank,WA,,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,10,141003698,POINT (-122.56817 48.08827),PUGET SOUND ENERGY INC,53029971301
5YJ3E1EB4J,Snohomish,Lynnwood,WA,,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,32,474450203,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051602
5YJSA1E20J,Snohomish,Snohomish,WA,98296,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,1,230026667,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052108
1N4AZ1CP7J,Chelan,Peshastin,WA,,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,12,348418297,POINT (-120.60364 47.56805),PUD NO 1 OF CHELAN COUNTY,53007960501
KNDCR3L15R,Thurston,Yelm,WA,,2024,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,271492861,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012422
5UX43EU09S,Walla Walla,Walla Walla Co,WA,,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40,0,16,273991742,POINT (-118.34261 46.07068),PACIFICORP,53071920902
KNDPZDDH2S,Kitsap,Bremerton,WA,,2025,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,23,269784441,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091600
1N4BZ1CP8L,Snohomish,Edmonds,WA,,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,32,156534913,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050900
WA1AAAGE4M,Snohomish,Lynnwood,WA,,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,222,0,1,261916875,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051932
WBY7Z2C59J,King,Seattle,WA,,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114,0,43,174416945,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002500
JN1AZ0CP5B,Kitsap,Bremerton,WA,98310,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,23,138722370,POINT (-122.61136 47.5752),PUGET SOUND ENERGY INC,53035091900
7SAYGDEE1N,Thurston,Olympia,WA,,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,261654683,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
5YJ3E1EB4K,King,Bothell,WA,,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,1,110320647,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021802
5YJXCDE2XH,Thurston,Lacey,WA,98513,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,22,272442138,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067011623
JN1AZ0CP8B,Snohomish,Everett,WA,,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,38,156224918,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041805
WBY1Z4C54E,Snohomish,Edmonds,WA,,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,21,185826161,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050101
1FADP3R40H,Whitman,Pullman,WA,,2017,FORD,FOCUS,Battery Electric Vehicle (BEV),,100,0,9,339755720,POINT (-117.18147 46.73015),AVISTA CORP,53075000300
7SAYGDEE3N,Yakima,Selah,WA,,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),,0,0,15,273177124,POINT (-120.53145 46.65405),PACIFICORP,53077003400
WAUSPBFF7J,Thurston,Lacey,WA,98516,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,22,220650146,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
5YJ3E1EA1J,Snohomish,Bothell,WA,,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),,215,0,1,3604212,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938
WMEEJ9AA9G,Snohomish,Edmonds,WA,98026,2016,SMART,FORTWO,Battery Electric Vehicle (BEV),,68,0,21,103759141,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050200
5YJ3E1EB7K,King,Redmond,WA,,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),,220,0,45,306803451,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032328
5YJ3E1EB3K,Snohomish,Granite Falls,WA,98252,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),,220,0,39,478352353,POINT (-121.96931 48.08157),PUGET SOUND ENERGY INC,53061053604
5UX43EU01S,Thurston,Olympia,WA,,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40,0,22,276046389,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
5YJ3E1EA1K,Thurston,Olympia,WA,,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),,220,0,22,264032842,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012223
3FA6P0SU6F,Snohomish,Mill Creek,WA,,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,44,349890761,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061041609
1N4AZ0CPXE,King,Seattle,WA,,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),,84,0,46,197020449,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000800
JTMAB3FV2M,Jefferson,Port Townsend,WA,,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),,42,0,24,154580037,POINT (-122.77263 48.1212),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950604
1C4RJYC65P,King,Seattle,WA,,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,34,240772367,POINT (-122.36178 47.49408),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012100
3C3CFFGE8F,Thurston,Olympia,WA,,2015,FIAT,500,Battery Electric Vehicle (BEV),,87,0,22,163461630,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520
YV4BR0DL2M,King,Auburn,WA,98092,2021,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),,18,0,47,144503138,POINT (-122.1821 47.3199),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031206
WVWKR7AU0H,King,Seattle,WA,,2017,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,46,240279448,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002700
7SAYGAEE2P,King,Sammamish,WA,98075,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,272512719,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032216
YV4ED3UM8P,King,Bellevue,WA,,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,263104488,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023701
7SAYGDEDXP,King,Seattle,WA,,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,261339795,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000700
WA1E2AFYXR,King,Seattle,WA,,2024,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,36,267032426,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001600
WB523CF02P,King,Bellevue,WA,,2023,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,236501779,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024904
KNDCD3LDXN,Thurston,Olympia,WA,,2022,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,22,204974521,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
1N4BZ0CP0H,Kitsap,Bainbridge Island,WA,,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,23,239217184,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090700
5YJXCBE28H,King,Issaquah,WA,98029,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,5,148672051,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221
7SAYGDEE3R,King,Renton,WA,,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,264975399,POINT (-122.15734 47.48718),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025101
1N4AZ1CP6J,Thurston,Rochester,WA,,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,35,475848852,POINT (-123.08743 46.82175),PUGET SOUND ENERGY INC,53067012730
KNDC3DLC7P,King,Shoreline,WA,,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32,251194513,POINT (-122.3175 47.75781),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021100
ZFAFFAA40R,King,Seattle,WA,,2024,FIAT,500E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,269821387,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004401
7SAXCBE51R,King,Redmond,WA,,2024,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,272179652,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
5YJSA1DP2D,King,Seattle,WA,,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,36,159799993,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007002
5YJ3E1ET2R,King,Bellevue,WA,,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,271695623,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901
WBY33AW08R,King,Kirkland,WA,,2024,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,254806576,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003
1N4BZ0CP4H,Clark,Vancouver,WA,,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,49,349801931,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040904
3GNKDBRJ4R,King,Enumclaw,WA,98022,2024,CHEVROLET,BLAZER EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,31,278077586,POINT (-121.99136 47.20433),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031400
1G1FZ6S07L,,Selah,WA,,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,15,262651252,POINT (-120.53145 46.65405),PACIFICORP,53077003200
5YJ3E1EB2L,,Yakima,WA,,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,14,274036927,POINT (-120.52401 46.59739),PACIFICORP,53077000600
7SAYGDEE4P,,Seattle,WA,,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,241503538,POINT (-122.23825 47.49461),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011902
7SAYGDEF9P,,Redmond,WA,,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,244375330,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022803
WA1M2BFZ8P,,Seattle,WA,,2023,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,255473998,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400
3GNKDBRJXR,,Bainbridge Island,WA,,2024,CHEVROLET,BLAZER EV,Battery Electric Vehicle (BEV),,0,0,23,275524525,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090800
5YJ3E1EB0J,,Lake Forest Park,WA,,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),,215,0,46,474343292,POINT (-122.3175 47.75781),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021300
WBY73AW05R,,Redmond,WA,,2024,BMW,I4,Battery Electric Vehicle (BEV),,0,0,45,257798180,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323
5YJ3E1EA2P,,Bellevue,WA,98008,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),,0,0,48,249791888,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000
1N4AZ1BV3P,,Redmond,WA,98052,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),,0,0,45,229888389,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
5YJ3E1EB6K,,Bellevue,WA,98008,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),,220,0,48,476807537,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023100
7SAYGDEE0P,,Seattle,WA,98177,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),,0,0,36,241636006,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001600
